step,price,log_return,rolling_volatility,marginal_liquidity,lvr
67,1665.1629611484432,0.010235328978920242,0.0638819612345599,135898.63947166584,-0.010183126255093322
68,1671.529964545536,0.0038163602504763415,0.06362779228332194,136678.82769924434,-0.0038090872028271328
69,1661.1134921670641,-0.006251197546051243,0.06250947087385691,135403.20812970423,0.006270777058635879
70,1667.4610028978127,0.0038139560550841394,0.06059715890796253,136180.06100121935,-0.0038066921623460814
71,1693.6440964854762,0.015580365664659692,0.06287305887378902,139400.1447210839,-0.015459619669797586
72,1693.376080917067,-0.0001582603910995154,0.06285229404491649,139367.05636653694,0.00015827291493586415
73,1720.4237965144098,0.01584643655814006,0.06357135546650743,142719.4479481306,-0.015721542361911922
74,1676.273546689162,-0.025997451040897446,0.06842350497273923,137261.05508131298,0.02633833237567318
75,1690.4457098470682,0.00841902504375224,0.06900417644284891,139005.45288532425,-0.008383684300153238
76,1692.2562513125035,0.0010704706823817121,0.06814217508928039,139228.83407259546,-0.0010698979330294733
77,1687.5413125541002,-0.002790073504658674,0.06804431817296965,138647.36365865797,0.0027939693821581457
78,1689.4283761314027,0.0011176077653550231,0.06784031497720057,138879.98864720465,-0.0011169834743889329
79,1656.5125908392342,-0.01967568914600893,0.07052016578745263,134841.0443508749,0.019870531304257977
80,1653.208300843765,-0.0019967188783751194,0.0703379208956775,134437.789054669,0.001998713648958983
81,1659.4545274298735,0.003771125715117464,0.06769117693526146,135200.41669973943,-0.003764023950558304
82,1684.4984957715737,0.014978940447415162,0.06952076763938089,138272.53879509584,-0.01486731416179099
83,1676.1260175448206,-0.004982702182736475,0.0689517687503558,137242.93492381604,0.004995136486823704
84,1662.9618386779478,-0.007884936028931876,0.06873361114263299,135629.268831732,0.007916104002325675
85,1654.969669763838,-0.004817570435845366,0.06790774162469233,134652.69627812257,0.004829193585916158
86,1670.5229204141244,0.009354021177020742,0.06858406544092169,136555.32927476833,-0.009310408411774773
87,1676.3590585191077,0.0034875110965968447,0.0659197266705915,137271.5583733141,-0.003481436793224324
88,1667.8353907572816,-0.005097602037670388,0.06478311319356608,136225.92746210686,0.005110616916430999
89,1676.7531704082394,0.005332674331133561,0.06496286410286421,137319.97001807086,-0.005318480864292319
90,1678.7174215529515,0.0011707754934804039,0.06453110924944556,137561.33818047805,-0.0011700904032405646
91,1695.3962887872508,0.009886449905328894,0.06525548833024843,139616.52934253926,-0.00983773961557377
92,1683.8721310582027,-0.006820530938773524,0.06562413124971968,138195.42297606004,0.006843843731653365
93,1678.6994551768598,-0.003076621465977682,0.0656366247958321,137559.1298229907,0.0030813591232137227
94,1672.464485247635,-0.003721081531321576,0.06403953657426464,136793.4655290881,0.0037280133504911106
95,1648.495623655806,-0.014435149481321186,0.06532289466896124,133863.351301059,0.014539839383179043
96,1653.7150981507164,0.003161202770645761,0.06522281562926542,134499.6124172144,-0.003156211430098921
97,1658.3694892628755,0.0028105527217988932,0.06439917681199764,135067.8367215309,-0.002806606816089019
98,1658.786015465408,0.0002511345664246089,0.06430053443976667,135118.72661000615,-0.00025110303477893225
99,1655.230290534532,-0.0021458713337514693,0.0618241127606438,134684.50472001187,0.0021481753633976197
100,1632.2940860403658,-0.013953707420504143,0.06337236321034674,131894.77956185755,0.014051514791556308
101,1625.767459173775,-0.0040064532276535905,0.06339443419107059,131104.5111723925,0.004014489790506559
102,1620.5293282285575,-0.0032271451652676948,0.0631273509790568,130471.40481918458,0.003232358004247704
103,1607.901751380551,-0.00782277269221619,0.06328742392636882,128949.37991024292,0.007853450521565719
104,1605.631620011483,-0.0014128571166600913,0.06234596928117495,128676.38871194367,0.0014138556694915927
105,1612.4547712446201,0.004240508568145384,0.06170751466036326,129497.47731176465,-0.004231530306968434
106,1643.4859733524527,0.0190618590121053,0.06422474487399851,133253.614615711,-0.01888133066601938
107,1646.6869455945682,0.0019457781283183898,0.06418402537523149,133643.10568988512,-0.0019438863292620123
108,1651.2636800802277,0.0027755039072276436,0.06414831170237727,134200.65593976167,-0.0027716557572665668
109,1650.3648791502956,-0.0005444591576616722,0.06335498672340385,134091.1005180545,0.0005446074024519909
110,1619.3238574741808,-0.018987712152990416,0.06597330880949125,130325.85033210511,0.019169125146178523
111,1619.218380170353,-6.513875449216876e-05,0.0659617655962065,130313.11705883426,6.514087606657171e-05
112,1620.5180037518185,0.0008023020994102644,0.06509505210758214,130470.03719400623,-0.0008019803411358772
113,1661.2631963833653,0.02483242112485286,0.06862040139325026,135421.51291858847,-0.024526632938266957
114,1658.402293358824,-0.001723609647811225,0.0681988872511204,135071.84439311607,0.0017250959167132152
115,1663.7434243888092,0.0032154734233361248,0.06689136525583209,135724.89792313142,-0.0032103093251576453
116,1663.4986762915566,-0.0001471176970524331,0.06688843731961472,135694.94992604054,0.0001471285193916927
117,1644.4997594358833,-0.01148678037619532,0.06708472716547807,133376.93008005165,0.011553006771001684
118,1663.733991109963,0.011628228145150207,0.06801624790632385,135723.7436024217,-0.011560881593365435
119,1676.6266004982986,0.007719330326867741,0.0681602649301654,137304.4218904032,-0.007689612812121549
120,1690.2798692069898,0.00811031947043047,0.06852803410393081,138984.997758246,-0.008077519561950908
121,1675.3133857676016,-0.008893874547947388,0.06730867997260633,137143.13832448085,0.00893354256375778
122,1699.3200268933494,0.014227943109360992,0.0688415917134759,140101.49165379241,-0.014127204261598747
123,1675.9994539240327,-0.013818510627922808,0.06829393823879445,137227.39047666307,0.013914427546331432
124,1686.2012995049627,0.006068570938002703,0.0634447485541032,138482.25446559835,-0.0060501943533819436
125,1723.8890317490043,0.022104556258099785,0.06666612210133935,143150.85799490387,-0.021862040740409316
126,1707.2389905344035,-0.009705363251306883,0.06742081059542077,141081.9574927448,0.00975261302425423
127,1697.9378118862248,-0.00546297729602772,0.06759357495776173,139930.59006014277,0.005477926566607394
128,1699.9706335634062,0.0011965136508764124,0.06759480595497992,140181.95885908976,-0.001195798113829749
129,1691.7715257391787,-0.004834756541161993,0.06472722066017751,139169.0178272313,0.004846462834657839
130,1666.0733754912021,-0.015306634310661326,0.06657661758162595,136010.10692244922,0.015424380838209295
131,1667.5495532119542,0.0008856297480602733,0.06647915297440245,136190.90888364735,-0.000885237693781793
132,1650.2588894433286,-0.01042303713726105,0.06552300243941182,134078.18333067122,0.01047754620758834
133,1658.4245784402835,0.004935924306351816,0.06556749489369283,135074.5669808555,-0.004923762649872598
134,1643.5751854997357,-0.00899424234233803,0.06570918398518366,133264.4647257294,0.009034812080125576
135,1669.5818474241237,0.015699344050175396,0.06742954025870918,136439.95483401042,-0.015576751726494642
136,1656.8872167264597,-0.007632532923362371,0.06720944915729327,134886.78906969918,0.0076617349506413746
137,1651.8899492883306,-0.003020615162056756,0.0671637390826997,134277.00992365467,0.0030251818169135802
138,1665.7162787974385,0.008335172173696698,0.06752573172664696,135966.38181618982,-0.008300530939812756
139,1645.6683364053247,-0.012108643164339551,0.06836084334233154,133519.12124779966,0.01218224957521219
140,1649.7457490950642,0.002474599346041294,0.06840333306285504,134015.65170834246,-0.0024715400491110984
141,1671.786160631985,0.013271427542824283,0.06900127577138827,136710.25213364002,-0.0131837504436505
142,1645.4563789945291,-0.015874832345612277,0.07045569257881565,133493.32675263862,0.01600150692146851
143,1648.8269874001476,0.002046338585323042,0.07044791591884551,133903.71509366808,-0.002044246261964311
144,1653.448234465826,0.0027988279424842354,0.07043212210557709,134467.0569781143,-0.0027949148750772146
145,1666.7592546690757,0.008018228717773104,0.06938193604607376,136094.10331355076,-0.007986168467918553
146,1646.598537874956,-0.012169507108780819,0.07040506456686764,133632.3432401705,0.012243856854226465
147,1625.323872025566,-0.013004566130842762,0.07150870231595978,131050.85745755823,0.013089493248429562
148,1634.1560887739404,0.005419415656168976,0.07174329544992339,132120.52791160397,-0.005404757115338388
149,1639.3443317353026,0.0031698467323318606,0.07180058325187488,132750.22649677453,-0.0031648280723735045
150,1643.7846436009158,0.0027049285034587657,0.07046278403756602,133289.94047939658,-0.0027012734806222127
151,1649.819313211737,0.003664482094969757,0.0704196700619577,134024.61568319684,-0.003657776074322605
152,1638.965954708399,-0.006600247215784908,0.07067209448773693,132704.26903387593,0.006622076848001868
153,1643.1055258399,0.0025225369716100356,0.0702255812924233,133207.34734627864,-0.002519358048768794
154,1648.2576977563547,0.003130724732986813,0.07025068680678147,133834.3717800588,-0.0031258291245768177
155,1636.8526384767317,-0.006943514180263679,0.07053661813050166,132447.684390716,0.006967676265736689
156,1668.0128707633023,0.018857745111447565,0.07048149321029522,136247.6724332364,-0.018681050268102073
157,1676.2704399602544,0.004938329209117875,0.07061635935180523,137260.67349142482,-0.004926155708590674
158,1656.7507661520049,-0.011713034972026486,0.07158945828838491,134870.12680017948,0.011781901180939691
159,1667.997575694888,0.006765536086338297,0.07189836099016698,136245.79842548998,-0.006742701372451254
160,1652.14927933995,-0.009546816702273215,0.06991831537172023,134308.63136784243,0.009592532922490626
161,1665.537476168099,0.008070846037424521,0.07033504951246453,135944.48988795895,-0.00803836420357884
162,1685.2835619008465,0.011785955790074042,0.0712249927138505,138369.21362204463,-0.01171677347310962
163,1671.8436716208182,-0.008006823183517104,0.06737730726285171,136717.30663282168,0.00803896351564859
164,1688.3652848658367,0.009833761292443219,0.06804135214047506,138748.92164591275,-0.009785567965128639
165,1695.688042114543,0.004327809269364983,0.0680980857917667,139652.56988917958,-0.004318457798154096
166,1710.0270423317684,0.0084206015999449,0.06856771780402968,141427.69498508412,-0.00838524763776416
167,1743.120877593653,0.019167929826539472,0.0699149967654209,145553.03060482524,-0.018985393203235557
168,1739.1965144733501,-0.002253881160028705,0.06916923136128571,145061.77265033484,0.0022564230595247814
169,1726.4821028375086,-0.007337361643574896,0.06929032018415164,143473.97035807383,0.00736434603923497
170,1711.5351688746896,-0.008695144296255232,0.06946591205502266,141614.83051759034,0.00873305686884951
171,1697.9686494472564,-0.007958102849654383,0.06934642261625262,139934.4021588605,0.007989852717156687
172,1696.9993570906963,-0.000571017094141042,0.06787000423028335,139814.5960711414,0.0005711801554371121
173,1703.1391841612958,0.003611519748166439,0.06647985136941174,140574.06610676332,-0.0036050060545245177
174,1708.1997448172672,0.0029669079933001908,0.0662782842611206,141201.06574015765,-0.002962511071275653
175,1722.7328008013321,0.008471832490360239,0.06301495157477448,143006.86291215845,-0.00843604764320105
176,1723.3014290414756,0.0003300189187790702,0.062234222016179376,143077.67289260172,-0.00032996446852573413
177,1748.8828756432401,0.01473534077157317,0.06362515614969093,146275.3290258338,-0.01462730692720382
178,1744.6093440578443,-0.0024465683323795606,0.06369405411419794,145739.5039450012,0.002449563622911377
179,1793.0755873625667,0.027401691665896188,0.06887629847922566,151854.5790367081,-0.02702967105587062
180,1804.6903469557608,0.006456673477650062,0.06697822947140099,153332.4371698207,-0.006435873950778603
181,1789.6453085512705,-0.008371575564162825,0.06771443493834715,151419.0248934539,0.0084067151924474
182,1770.9365369791215,-0.010508924980611123,0.06772980698891545,149050.8623032573,0.010564337671898016
183,1779.857398233031,0.005024724152431853,0.06773458013586602,150178.515777351,-0.005012121343409781
184,1776.2397323456546,-0.0020346278532585088,0.06699692639196544,149720.8783871603,0.002036699113018514
185,1789.325306095868,0.00734000494092092,0.0657048187942633,151378.414365667,-0.00731313289184099
186,1798.1727332143018,0.004932376245735448,0.06514413718660124,152502.55067798754,-0.00492023205280101
187,1797.223028992947,-0.0005282891265687278,0.06500986002771574,152381.75038847275,0.0005284286958460171
188,1782.424960936166,-0.008267937180684049,0.06539618208775355,150503.59669424602,0.008302210966014023
189,1755.9785897649172,-0.014948472246858645,0.06605112573899131,147166.4521651982,0.015060759467909968
190,1748.5050277837304,-0.004265149520670211,0.06627206202863646,146227.9271940482,0.004274258216265814
191,1763.896250497762,0.008763987943234724,0.06558138216287854,148162.92775493345,-0.008725696145500894
192,1768.0302581118683,0.0023409374413020396,0.06326696289007072,148684.10246496348,-0.002338199584050793
193,1746.49110218815,-0.01225738778711988,0.06472647693119565,145975.362278174,0.01233281743991288
194,1749.868250822504,0.00193180925851182,0.06470975688275948,146398.9705641151,-0.0019299445159752793
195,1756.975164013116,0.0040531737972883675,0.06440002979197258,147291.75247142458,-0.004044970774873757
196,1741.8627721470716,-0.00863857436201133,0.06375375381485832,145395.47869591913,0.008675994520174868
197,1744.89145512304,0.0017372510594552792,0.06210292612931027,145774.85545985695,-0.001735742912303273
198,1746.2566461479817,0.0007820871844599989,0.06197116462203252,145945.9687787904,-0.0007817814339907692
199,1726.7563986065861,-0.01122970297830623,0.06319506008448737,143508.1634719598,0.011292992779486255
200,1733.292203974387,0.003777873603482833,0.06323301952636566,144323.7056048397,-0.003770746417028903
201,1743.3881864648563,0.005807845263682344,0.06335928860379744,145586.51288514308,-0.005791012333828949
202,1762.7251035176193,0.011030512431752772,0.06362437380470048,148015.3920710214,-0.010969899398479699
203,1781.7552721657346,0.01073802052034903,0.06429182306445039,150418.7843433513,-0.010680573783280689
204,1757.7283984407843,-0.01357669367957091,0.06603842028527915,147386.48099504242,0.01366927549572683
205,1741.6693368452748,-0.009178250399151228,0.06635962289478714,145371.25993604795,0.009220499698638474
206,1751.0128553058717,0.005350352672086597,0.06403463490144792,146542.63536609514,-0.005336065027897519
207,1760.3845059514251,0.005337859509122088,0.06406113282678064,147720.68125462913,-0.005323638451639523
208,1769.8286453149415,0.005350476863060479,0.06287291612663831,148911.01563861556,-0.005336188556172683
209,1839.7138555682218,0.03872731490654721,0.07300499377275492,157817.59268449072,-0.037987000011855176
210,1850.6167304683208,0.00590890510693167,0.0721503001947696,159222.60381361024,-0.0058914818614765885
211,1872.1258582340147,0.01155565640180599,0.07251946480493501,162006.5443580072,-0.011489146240404757
212,1890.4494884887372,0.009740017634932024,0.07227594362697398,164390.83915046984,-0.009692737291473907
213,1903.1845040172748,0.00671391251305798,0.0716306000017293,166054.76223073658,-0.006691424557974557
214,1897.573273703574,-0.002952692446403456,0.07145253469035713,165320.92556263608,0.0029570559363691906
215,1912.412506935628,0.007789692204932674,0.07163462489503064,167263.95383804492,-0.007759431178282705
216,1898.0694402293416,-0.0075282521453757184,0.07204236995148053,165385.77054554984,0.007556660679681748
217,1893.9585307328848,-0.002168186067400089,0.07001112276859402,164848.76358198866,0.0021705382825176756
218,1885.1652144334419,-0.004653635478291035,0.07018891233543177,163702.05144136844,0.004664480456205489
219,1887.086688848237,0.0010187413938632255,0.06959665673538296,163952.39775536268,-0.0010182226530184302
220,1931.6620362943193,0.023346585666735087,0.0720100791935559,169795.70967089324,-0.02307616270783841
221,1896.3066748814706,-0.01847265192591748,0.07428794685665512,165155.42970540724,0.01864432682812689
222,1909.746939766714,0.007062601903745134,0.07438853317161968,166914.370859059,-0.00703772034156791
223,1879.5710432060246,-0.015927158711896518,0.07658718358766112,162973.9208956496,0.01605467197942012
224,1871.0958282451577,-0.004519318657894335,0.0768533085416919,161872.86052204334,0.004529546179799837
225,1891.9608340795648,0.011089505969673662,0.07712852654573074,164588.01528909113,-0.011028244062228687
226,1893.5560511620113,0.0008428001909546276,0.07711975588320594,164796.21908308152,-0.0008424451346278339
227,1873.6326162165067,-0.010577447779293061,0.07696963657462236,162202.1672343546,0.010633586741106704
228,1860.6503644788943,-0.006953037092599683,0.07732921595738733,160519.26193853878,0.006977265576302294
229,1873.7130724718047,0.006995977489346758,0.07286089630016446,162212.6151089493,-0.006971562607330339
230,1860.4500040106377,-0.007103666317171367,0.07306338043565162,160493.3348358975,0.00712895720528639
231,1864.8544030877872,0.002364585895819749,0.07250353481335207,161063.59597553208,-0.0023617924647933997
232,1866.0776234316331,0.0006557183990381378,0.0715765812683743,161222.09245449194,-0.0006555034627104828
233,1854.3286131279067,-0.006316003476058172,0.0718313866270016,159701.8861021244,0.006335991485300063
234,1894.8925551830728,0.021639440893253255,0.07471479187348053,164970.72382162226,-0.02140698792879414
235,1907.324220266107,0.006539190223180112,0.07465292462685301,166596.84835360097,-0.006517856246432974
236,1869.460529170889,-0.020051425866576073,0.07752989439434049,161660.6965949049,0.020253806113793793
237,1873.3240979762052,0.0020645431476942764,0.07752868704710554,162162.1058050059,-0.00206241344436342
238,1861.339855232938,-0.00641786464768388,0.07732898238519777,160608.49428570273,0.006438503269338369
239,1877.6498480595744,0.00872433334796224,0.07600082756118919,162724.11016063544,-0.008686386784784172
240,1863.2004975626978,-0.007725207384327006,0.07633922262098061,160849.37691961825,0.0077551237860760125
241,1861.4362035605452,-0.0009473644146689902,0.07598339934855343,160620.96478647785,0.0009478133060794036
242,1871.234203458424,0.005249872789804572,0.07608840619820802,161890.81759728896,-0.005236116291466919
243,1887.882379808072,0.008857551941701215,0.07522101230434143,164056.10458996994,-0.008818439394164379
244,1865.73075647811,-0.011802964070557762,0.07639592326740463,161177.1425420068,0.011872893906609061
245,1859.872227593336,-0.003145012358409484,0.07646859198488717,160418.57706439772,0.0031499630984623828
246,1851.4300443198154,-0.004549453111609562,0.07604325862265798,159327.57869090565,0.004559817585018333
247,1839.7414493425986,-0.0063332923257371195,0.07641460944926194,157821.14334485127,0.00635339002738311
248,1872.8841848028776,0.01785454240281097,0.07823698101011942,162104.98830587533,-0.017696094467137158
249,1880.8605370699036,0.004249817109609555,0.0772117500196137,163141.66388574668,-0.004240799415916374
250,1857.665450147395,-0.012408839543350451,0.07845599744094206,160133.1517575623,0.012486148633850114
251,1875.1697422511934,0.009378619470547762,0.07874209514896202,162401.81387386503,-0.009334777385424431
252,1915.7721378207918,0.021421561970126332,0.0806926363394054,167704.90881271908,-0.021193749907953086
253,1936.041450681426,0.01052465260551147,0.08066843479038996,170373.47151923494,-0.01046946223878642
254,1907.229564790447,-0.014993699659540134,0.0809535000991134,166584.44686351245,0.015106669077953772
255,1898.3960752016048,-0.004642340728662514,0.08046097296860864,165428.4637416825,0.004653133086520711
256,1922.9846229807201,0.012869111491866227,0.08115512784806236,168652.86097766034,-0.012786658554243546
257,1909.8062087978485,-0.006876694656187808,0.08154137754911907,166922.1412051659,0.006900393412778261
258,1918.6848355149905,0.004638194281462284,0.08151131508399763,168087.51641309363,-0.004627454469227077
259,1933.9920964026676,0.007946340534293368,0.07252750426117965,170103.02545880034,-0.007914851832202086
260,1916.5314304937936,-0.009069304715780829,0.07303777669980971,167804.6203511613,0.00911055547071049
261,1915.7740643075551,-0.00039525356061800084,0.07219816393516323,167705.1617770684,0.000395331683598954
262,1855.0452303261154,-0.03221267340069073,0.07860120724976274,159794.47177463476,0.03273711766627052
263,1836.5066407892878,-0.010043876413342898,0.07884433476100897,157405.0821311759,0.010094485435054423
264,1832.240474040065,-0.002325681513931603,0.07882865383706225,156856.92767702963,0.0023283880089257636
265,1809.8820708712844,-0.012277831819648494,0.07917666619317944,153994.57175704776,0.012353513816520056
266,1840.0372242366625,0.016524113039316352,0.08082092892802388,157859.20418874206,-0.016388338761944343
267,1814.2721866423562,-0.014101413779606326,0.0819274263593285,154555.2136425504,0.014201307711159572
268,1806.6674192331755,-0.004200444866969838,0.08190726241161439,153584.4740269141,0.004209279100416019
269,1809.3928537823763,0.0015074057728609136,0.08192009951772194,153932.13811608768,-0.0015062702074364331
270,1836.0271542704998,0.014612732890661156,0.07972491034400224,157343.44171558978,-0.014506485062692809
271,1810.2147062582765,-0.014158621511794393,0.0788731717031646,154037.02733881198,0.01425932952758835
272,1831.7597155332976,0.011831637521549596,0.07950788296030369,156795.19558742477,-0.011761918930916382
273,1832.3135962891615,0.0003023306101958705,0.07800633894847762,156866.3176937348,-0.0003022849129021843
274,1814.7801703302885,-0.00961508651047951,0.07843888217199847,154620.12977537356,0.009661459963870911
275,1823.550412415824,0.004821034742632707,0.07773202181289901,155742.32602156213,-0.004809432207534492
276,1827.549454943896,0.0021905969557347005,0.07777164001035033,156254.92072454016,-0.0021881993492729457
277,1816.9764075325734,-0.005802168771587947,0.0772985420767673,154900.8953520794,0.005819033955251296
278,1818.6088230922144,0.0008980208499001891,0.07703984536497975,155109.69229905805,-0.000897617749849644
279,1811.977318057522,-0.003653135968617602,0.07672395219427827,154262.06160864595,0.003659816802674687
280,1814.398237883443,0.0013351734525124804,0.07646553885585551,154571.32110566206,-0.0013342825050055573
281,1826.8171131464296,0.006821306745210466,0.07676527300625283,156161.0076340881,-0.006798094441756497
282,1856.3929640502242,0.01606016816145352,0.07850971713127901,159968.6450290422,-0.015931891294861833
283,1833.9226241650013,-0.01217815498826849,0.07919884763300844,157072.98893288974,0.012252610654963636
284,1873.835719646697,0.021530333746562665,0.07916818608985116,162228.54223634247,-0.02130021061249776
285,1837.979074678233,-0.01932087799522502,0.08111374636210102,157594.42124499558,0.019508734056040034
286,1835.5584875447873,-0.0013178509503558333,0.07868991619146708,157283.20001702133,0.0013187196975037452
287,1846.758537035589,0.0060831720648457654,0.07891885734573469,158724.93892593592,-0.006064707034618699
288,1852.3255039046674,0.0030099186773503268,0.07873425578100901,159443.1828350413,-0.0030053934134919302
289,1841.1951220583587,-0.006026995198205938,0.0784290624855911,158008.23398465948,0.006045194076913063
290,1837.734680312258,-0.0018812225035727522,0.07808848790954705,157562.9895147615,0.0018829931127557487
291,1829.062703531608,-0.004730009346588329,0.0782132273175787,156449.03433192553,0.004741213499081187
292,1818.6782558611512,-0.0056936475694421155,0.07817917651257063,155118.57529639266,0.005709887187022034
293,1834.5624848081713,0.008696020970210248,0.07815946500659397,157155.2008990529,-0.008658319941978299
294,1841.4921241741743,0.0037701548596504736,0.0774242502108783,158046.46785111135,-0.0037630567489452815
295,1829.1421456711207,-0.006729095952606542,0.07764310184234842,156459.22707786682,0.00675178718738767
296,1846.0405141660192,0.009195998754332508,0.07809683102939195,158632.379133712,-0.009153844872431094
297,1852.092494572859,0.0032729952087660933,0.0778997864749861,159413.09855905845,-0.0032676447988282398
298,1867.582286130554,0.008328621188389602,0.076253638998427,161417.12755884154,-0.00829403430988207
299,1879.7541324138556,0.006496288419236122,0.07641601856988128,162997.73443503608,-0.006475233155982529
300,1864.6083621320472,-0.008089950109220723,0.07582078982529787,161031.72195853188,0.00812276217858976
301,1854.5632565896508,-0.005401810401969696,0.07540958687038035,159732.19965217722,0.005416426485699066
302,1868.8479344875611,0.007672936051232618,0.07258356860648206,161581.2423606133,-0.007643574222547578
